"DAY","CELL_NAME","ENBNAME","FDD_TDD","DL_EARFCN","MMM","LTE_CONG"
16/07/23,"CAS1167_L1","CAS1167","CELL_FDD",1850,"07-2023",0
16/07/23,"TAN045_TDD_L6","TAN045","CELL_TDD",42825,"07-2023",0
16/07/23,"TAN037_TDD_L4","TAN037","CELL_TDD",42825,"07-2023",0
16/07/23,"FES081_TDD_L4","FES081","CELL_TDD",42825,"07-2023",0
16/07/23,"SET943_L2","SET943","CELL_FDD",1850,"07-2023",0
16/07/23,"AGA1090_TDD_L4","AGA1090","CELL_TDD",42825,"07-2023",0
16/07/23,"KEN357_TDD_L5","KEN357","CELL_TDD",42825,"07-2023",0
16/07/23,"FE020_TDD_L1","FE020","CELL_TDD",41825,"07-2023",0
16/07/23,"NAD500_L8","NAD500","CELL_FDD",6200,"07-2023",0
16/07/23,"CAS1335_L2","CAS1335","CELL_FDD",1850,"07-2023",0
16/07/23,"CAS102_TDD_L103","CAS102","CELL_TDD",41825,"07-2023",0
16/07/23,"KBG115_L9","KBG115","CELL_FDD",6200,"07-2023",0
16/07/23,"TIG004_L9","TIG004","CELL_FDD",6200,"07-2023",0
16/07/23,"TIG004_L7","TIG004","CELL_FDD",6200,"07-2023",0
16/07/23,"CAS1555_L6","CAS1555","CELL_FDD",3250,"07-2023",0
16/07/23,"RAB1027_L3","RAB1027","CELL_FDD",1850,"07-2023",0
16/07/23,"FES1137_L7","FES1137","CELL_FDD",6200,"07-2023",1
16/07/23,"MEK724_L3","MEK724","CELL_FDD",1850,"07-2023",0
16/07/23,"CHI959_L8","CHI959","CELL_FDD",6200,"07-2023",0
16/07/23,"MAR219_TDD_L2","MAR219","CELL_TDD",41825,"07-2023",0
16/07/23,"MAR1171_L8","MAR1171","CELL_FDD",6200,"07-2023",0
16/07/23,"JA058_L1","JA058","CELL_FDD",1850,"07-2023",0
16/07/23,"MAR1232_L3","MAR1232","CELL_FDD",1850,"07-2023",0
16/07/23,"ALH076_L1","ALH076","CELL_FDD",1850,"07-2023",0
16/07/23,"CAS1894_L6","CAS1894","CELL_FDD",3250,"07-2023",0
16/07/23,"CAS137_L1","CAS137","CELL_FDD",1850,"07-2023",0
16/07/23,"AGA021_L2","AGA021","CELL_FDD",1850,"07-2023",1
16/07/23,"MEK396_L9","MEK396","CELL_FDD",6200,"07-2023",0
16/07/23,"MED309_L6","MED309","CELL_FDD",3250,"07-2023",0
16/07/23,"TIF113_L7","TIF113","CELL_FDD",6200,"07-2023",0
16/07/23,"CAS1487_L5","CAS1487","CELL_FDD",3250,"07-2023",0
16/07/23,"MAR1066_L5","MAR1066","CELL_FDD",3250,"07-2023",0
16/07/23,"FES1019_TDD_L3","FES1019","CELL_TDD",41825,"07-2023",0
16/07/23,"CAS1129_L2","CAS1129","CELL_FDD",1850,"07-2023",0
16/07/23,"MAR1133_L3","MAR1133","CELL_FDD",1850,"07-2023",0
16/07/23,"ESS968_L9","ESS968","CELL_FDD",6200,"07-2023",1
16/07/23,"CAS1306_L2","CAS1306","CELL_FDD",1850,"07-2023",0
16/07/23,"CAS1522_L2","CAS1522","CELL_FDD",1850,"07-2023",0
16/07/23,"AGA1000_L2","AGA1000","CELL_FDD",1850,"07-2023",0
16/07/23,"TEM045_L2","TEM045","CELL_FDD",1850,"07-2023",0
16/07/23,"TEM045_L1","TEM045","CELL_FDD",1850,"07-2023",0
16/07/23,"KEN982_L1","KEN982","CELL_FDD",1850,"07-2023",0
16/07/23,"CAS1037_L4","CAS1037","CELL_FDD",3250,"07-2023",0
16/07/23,"TAN1004_L5","TAN1004","CELL_FDD",3250,"07-2023",0
16/07/23,"TAN977_TDD_L3","TAN977","CELL_TDD",41825,"07-2023",0
16/07/23,"MEK703_L2","MEK703","CELL_FDD",1850,"07-2023",0
16/07/23,"CAS1203_L4","CAS1203","CELL_FDD",3250,"07-2023",0
16/07/23,"JAD320_L5","JAD320","CELL_FDD",3250,"07-2023",0
16/07/23,"OUJ077_L6","OUJ077","CELL_FDD",3250,"07-2023",0
16/07/23,"RAB992_L8","RAB992","CELL_FDD",6200,"07-2023",0
16/07/23,"SAF709_L3","SAF709","CELL_FDD",1850,"07-2023",0
16/07/23,"GRF014_L1","GRF014","CELL_FDD",1850,"07-2023",0
16/07/23,"CAS1558_L7","CAS1558","CELL_FDD",6200,"07-2023",1
16/07/23,"TEM087_L7","TEM087","CELL_FDD",6200,"07-2023",1
16/07/23,"TEM204_L7","TEM204","CELL_FDD",6200,"07-2023",0
16/07/23,"ESS985_L2","ESS985","CELL_FDD",1850,"07-2023",0
16/07/23,"FES193_L8","FES193","CELL_FDD",6200,"07-2023",0
16/07/23,"CAS1587_L3","CAS1587","CELL_FDD",1850,"07-2023",0
16/07/23,"OUJ931_L1","OUJ931","CELL_FDD",1850,"07-2023",0
16/07/23,"TAN9252_L2","TAN9252","CELL_FDD",1850,"07-2023",0
16/07/23,"TAN9213_L7","TAN9213","CELL_FDD",6200,"07-2023",1
16/07/23,"MAR330_L4","MAR330","CELL_FDD",3250,"07-2023",0
16/07/23,"TEM018_L4","TEM018","CELL_FDD",3250,"07-2023",0
16/07/23,"TAZ006_L5","TAZ006","CELL_FDD",3250,"07-2023",0
16/07/23,"NAD971_L3","NAD971","CELL_FDD",1850,"07-2023",0
16/07/23,"OUJ835_L2","OUJ835","CELL_FDD",1850,"07-2023",0
16/07/23,"NAD1015_L1","NAD1015","CELL_FDD",1850,"07-2023",0
16/07/23,"MEK662_L9","MEK662","CELL_FDD",6200,"07-2023",0
16/07/23,"AGA1148_L1","AGA1148","CELL_FDD",1850,"07-2023",0
16/07/23,"MAR1088_L6","MAR1088","CELL_FDD",3250,"07-2023",0
16/07/23,"TET902_L9","TET902","CELL_FDD",6200,"07-2023",0
16/07/23,"ERR870_L7","ERR870","CELL_FDD",6200,"07-2023",0
16/07/23,"KEN1052_L4","KEN1052","CELL_FDD",3250,"07-2023",0
16/07/23,"AGA1133_L6","AGA1133","CELL_FDD",3250,"07-2023",0
16/07/23,"AGA1226_L3","AGA1226","CELL_FDD",1850,"07-2023",0
16/07/23,"FES1198_L9","FES1198","CELL_FDD",6200,"07-2023",0
16/07/23,"ERR030_L3","ERR030","CELL_FDD",1850,"07-2023",0
16/07/23,"OUJ932_L8","OUJ932","CELL_FDD",6200,"07-2023",1
16/07/23,"OUJ932_L7","OUJ932","CELL_FDD",6200,"07-2023",1
16/07/23,"TAN9097_TDD_L3","TAN9097","CELL_TDD",41825,"07-2023",0
16/07/23,"FES1159_L5","FES1159","CELL_FDD",3250,"07-2023",0
16/07/23,"RAB212_L3","RAB212","CELL_FDD",1850,"07-2023",0
16/07/23,"FES044_L3","FES044","CELL_FDD",1850,"07-2023",0
16/07/23,"TAN092_L9","TAN092","CELL_FDD",6200,"07-2023",0
16/07/23,"JAD635_L7","JAD635","CELL_FDD",6200,"07-2023",1
16/07/23,"TAO918_L9","TAO918","CELL_FDD",6200,"07-2023",1
16/07/23,"CAS128_L4","CAS128","CELL_FDD",3250,"07-2023",0
16/07/23,"FES087_L8","FES087","CELL_FDD",6200,"07-2023",0
16/07/23,"CA043_L8","CA043","CELL_FDD",6200,"07-2023",0
16/07/23,"TAN031_L1_4T4R","TAN031","CELL_FDD",1850,"07-2023",0
16/07/23,"CAS1417_L5","CAS1417","CELL_FDD",3250,"07-2023",0
16/07/23,"MAR1091_L1","MAR1091","CELL_FDD",1850,"07-2023",0
16/07/23,"TAN9083_L2","TAN9083","CELL_FDD",1850,"07-2023",0
16/07/23,"CAS1127_L1","CAS1127","CELL_FDD",1850,"07-2023",0
16/07/23,"AGA401_L6","AGA401","CELL_FDD",3250,"07-2023",0
16/07/23,"GLM002_L3","GLM002","CELL_FDD",1850,"07-2023",0
16/07/23,"TAN9125_L6","TAN9125","CELL_FDD",3250,"07-2023",0
16/07/23,"CAS1910_L1","CAS1910","CELL_FDD",1850,"07-2023",0
16/07/23,"SE033_TDD_MM_L102","SE033","CELL_TDD",41825,"07-2023",0
16/07/23,"FES920_L4","FES920","CELL_FDD",3250,"07-2023",0
16/07/23,"BEN207_L2","BEN207","CELL_FDD",1850,"07-2023",0
16/07/23,"CAS1775_L5","CAS1775","CELL_FDD",3250,"07-2023",0
16/07/23,"CAS1141_L4","CAS1141","CELL_FDD",3250,"07-2023",0
16/07/23,"CA014_L2","CA014","CELL_FDD",1850,"07-2023",0
16/07/23,"CAS700_L2","CAS700","CELL_FDD",1850,"07-2023",0
16/07/23,"CA040_L2","CA040","CELL_FDD",1850,"07-2023",0
16/07/23,"RAB058_L3","RAB058","CELL_FDD",1850,"07-2023",0
16/07/23,"RAB172_L3","RAB172","CELL_FDD",1850,"07-2023",0
16/07/23,"CAS1010_L2","CAS1010","CELL_FDD",1850,"07-2023",0
16/07/23,"CAS451_L1","CAS451","CELL_FDD",1850,"07-2023",0
16/07/23,"CAS244_L6","CAS244","CELL_FDD",3250,"07-2023",0
16/07/23,"CA053_L6","CA053","CELL_FDD",3250,"07-2023",0
16/07/23,"KEN210_L7","KEN210","CELL_FDD",6200,"07-2023",1
16/07/23,"CAS103_L6","CAS103","CELL_FDD",3250,"07-2023",0
16/07/23,"CA009_L5","CA009","CELL_FDD",3250,"07-2023",0
16/07/23,"CAS274_L7","CAS274","CELL_FDD",6200,"07-2023",0
16/07/23,"CAS1431_TDD_L103","CAS1431","CELL_TDD",41825,"07-2023",0
16/07/23,"CAS1071_TDD_L106","CAS1071","CELL_TDD",42825,"07-2023",0
16/07/23,"CAS1472_L1","CAS1472","CELL_FDD",1850,"07-2023",0
16/07/23,"RAB172_L6","RAB172","CELL_FDD",3250,"07-2023",0
16/07/23,"FES998_L3","FES998","CELL_FDD",1850,"07-2023",0
16/07/23,"FES998_L2","FES998","CELL_FDD",1850,"07-2023",0
16/07/23,"RAB530_L1","RAB530","CELL_FDD",1850,"07-2023",0
16/07/23,"ATT010_L6","ATT010","CELL_FDD",3250,"07-2023",1
16/07/23,"CAS1604_L1","CAS1604","CELL_FDD",1850,"07-2023",0
16/07/23,"ZAI113_L6","ZAI113","CELL_FDD",3250,"07-2023",0
16/07/23,"TIZ1003_L9","TIZ1003","CELL_FDD",6200,"07-2023",0
16/07/23,"CAS1317_L5","CAS1317","CELL_FDD",3250,"07-2023",0
16/07/23,"ZAG027_L5","ZAG027","CELL_FDD",3250,"07-2023",0
16/07/23,"RAB992_L3","RAB992","CELL_FDD",1850,"07-2023",0
16/07/23,"AGA1046_L3","AGA1046","CELL_FDD",1850,"07-2023",0
16/07/23,"AGA1067_L1","AGA1067","CELL_FDD",1850,"07-2023",0
16/07/23,"ODA011_L3","ODA011","CELL_FDD",1850,"07-2023",0
16/07/23,"TAN9023_L1","TAN9023","CELL_FDD",1850,"07-2023",0
16/07/23,"JA009_L5","JA009","CELL_FDD",3250,"07-2023",0
16/07/23,"FES982_L2","FES982","CELL_FDD",1850,"07-2023",0
16/07/23,"FES982_L1","FES982","CELL_FDD",1850,"07-2023",0
16/07/23,"TAN9068_L6","TAN9068","CELL_FDD",3250,"07-2023",0
16/07/23,"OUJ887_L2","OUJ887","CELL_FDD",1850,"07-2023",0
16/07/23,"OUJ921_L1","OUJ921","CELL_FDD",1850,"07-2023",0
16/07/23,"AGA1130_L5","AGA1130","CELL_FDD",3250,"07-2023",0
16/07/23,"JAD1005_L3","JAD1005","CELL_FDD",1850,"07-2023",0
16/07/23,"TAZ110_L1","TAZ110","CELL_FDD",1850,"07-2023",0
16/07/23,"CA007_TDD_L106","CA007","CELL_TDD",42825,"07-2023",0
16/07/23,"CAS431_TDD_L105","CAS431","CELL_TDD",42825,"07-2023",0
16/07/23,"BEN911_L8","BEN911","CELL_FDD",6200,"07-2023",0
16/07/23,"SAF120_L7","SAF120","CELL_FDD",6200,"07-2023",1
16/07/23,"ZRK100_L2","ZRK100","CELL_FDD",1850,"07-2023",0
16/07/23,"ZRK100_L1","ZRK100","CELL_FDD",1850,"07-2023",0
16/07/23,"SAF674_L8","SAF674","CELL_FDD",6200,"07-2023",0
16/07/23,"AGA1027_L5","AGA1027","CELL_FDD",3250,"07-2023",0
16/07/23,"SET1002_TDD_L103","SET1002","CELL_TDD",41825,"07-2023",0
16/07/23,"KFR208_L1","KFR208","CELL_FDD",1850,"07-2023",0
16/07/23,"TAN1004_L8","TAN1004","CELL_FDD",6200,"07-2023",1
16/07/23,"CAS251_TDD_L105","CAS251","CELL_TDD",42825,"07-2023",0
16/07/23,"ERR833_L1","ERR833","CELL_FDD",1850,"07-2023",0
16/07/23,"MOH605_TDD_L5","MOH605","CELL_TDD",42825,"07-2023",1
16/07/23,"MAR1181_L5","MAR1181","CELL_FDD",3250,"07-2023",0
16/07/23,"KEN982_L3","KEN982","CELL_FDD",1850,"07-2023",0
16/07/23,"FES947_L3","FES947","CELL_FDD",1850,"07-2023",0
16/07/23,"CAS1306_L8","CAS1306","CELL_FDD",6200,"07-2023",0
16/07/23,"TAN9112_TDD_L1","TAN9112","CELL_TDD",41825,"07-2023",0
16/07/23,"MEK351_TDD_L3","MEK351","CELL_TDD",41825,"07-2023",0
16/07/23,"MAR1123_L8","MAR1123","CELL_FDD",6200,"07-2023",0
16/07/23,"ERR160_L9","ERR160","CELL_FDD",6200,"07-2023",0
16/07/23,"DEB102_L7","DEB102","CELL_FDD",6200,"07-2023",0
16/07/23,"CAS185_TDD_L106","CAS185","CELL_TDD",42825,"07-2023",0
16/07/23,"RAB966_L4","RAB966","CELL_FDD",3250,"07-2023",0
16/07/23,"CA083_L4","CA083","CELL_FDD",3250,"07-2023",1
16/07/23,"CAS1465_L4","CAS1465","CELL_FDD",3250,"07-2023",0
16/07/23,"RAB987_L9","RAB987","CELL_FDD",6200,"07-2023",0
16/07/23,"CAS1360_L3","CAS1360","CELL_FDD",1850,"07-2023",0
16/07/23,"NAD056_L1","NAD056","CELL_FDD",1850,"07-2023",0
16/07/23,"NAD062_L2","NAD062","CELL_FDD",1850,"07-2023",0
16/07/23,"MAR064_TDD_L1","MAR064","CELL_TDD",41825,"07-2023",0
16/07/23,"CA001_L7","CA001","CELL_FDD",6200,"07-2023",0
16/07/23,"RAB1100_L3","RAB1100","CELL_FDD",1850,"07-2023",0
16/07/23,"CAS1902_L3","CAS1902","CELL_FDD",1850,"07-2023",0
16/07/23,"CAS1951_L8","CAS1951","CELL_FDD",6200,"07-2023",0
16/07/23,"CAS1820_L1","CAS1820","CELL_FDD",1850,"07-2023",0
16/07/23,"LAA947_L7","LAA947","CELL_FDD",6200,"07-2023",0
16/07/23,"KBG694_L3","KBG694","CELL_FDD",1850,"07-2023",0
16/07/23,"CAS1888_L2","CAS1888","CELL_FDD",1850,"07-2023",0
16/07/23,"MOB029_L5","MOB029","CELL_FDD",3250,"07-2023",0
16/07/23,"RA038_L1","RA038","CELL_FDD",1850,"07-2023",0
16/07/23,"FES1036_L1","FES1036","CELL_FDD",1850,"07-2023",0
16/07/23,"CAS1459_TDD_L6","CAS1459","CELL_TDD",42825,"07-2023",0
16/07/23,"LAR940_L1","LAR940","CELL_FDD",1850,"07-2023",0
16/07/23,"MAR1161_L1","MAR1161","CELL_FDD",1850,"07-2023",0
16/07/23,"CAS1171_L9","CAS1171","CELL_FDD",6200,"07-2023",0
16/07/23,"OUJ920_L3","OUJ920","CELL_FDD",1850,"07-2023",0
16/07/23,"MAR1067_L5","MAR1067","CELL_FDD",3250,"07-2023",0
16/07/23,"CAS1306_L9","CAS1306","CELL_FDD",6200,"07-2023",0
16/07/23,"CAS1167_L6","CAS1167","CELL_FDD",3250,"07-2023",0
16/07/23,"CAS1346_L1","CAS1346","CELL_FDD",1850,"07-2023",0
16/07/23,"MON003_L2","MON003","CELL_FDD",1850,"07-2023",0
16/07/23,"SET934_L8","SET934","CELL_FDD",6200,"07-2023",0
16/07/23,"JAD984_L3","JAD984","CELL_FDD",1850,"07-2023",0
16/07/23,"AGA1103_L1","AGA1103","CELL_FDD",1850,"07-2023",0
16/07/23,"CAS1170_L4","CAS1170","CELL_FDD",3250,"07-2023",0
16/07/23,"RAB984_L7","RAB984","CELL_FDD",6200,"07-2023",1
16/07/23,"RAB984_L6","RAB984","CELL_FDD",3250,"07-2023",0
16/07/23,"RAB984_L5","RAB984","CELL_FDD",3250,"07-2023",0
16/07/23,"TAN957_TDD_L4","TAN957","CELL_TDD",42825,"07-2023",0
16/07/23,"TAN9112_TDD_L6","TAN9112","CELL_TDD",42825,"07-2023",0
16/07/23,"LAR938_L2","LAR938","CELL_FDD",1850,"07-2023",0
16/07/23,"KBG666_L4","KBG666","CELL_FDD",3250,"07-2023",0
16/07/23,"NAD099_L6","NAD099","CELL_FDD",3250,"07-2023",0
16/07/23,"SGH930_L3","SGH930","CELL_FDD",1850,"07-2023",0
16/07/23,"SGH930_L7","SGH930","CELL_FDD",6200,"07-2023",0
16/07/23,"CAS1888_L3","CAS1888","CELL_FDD",1850,"07-2023",0
16/07/23,"MAR1299_L5","MAR1299","CELL_FDD",3250,"07-2023",1
16/07/23,"FES221_L9","FES221","CELL_FDD",6200,"07-2023",0
16/07/23,"AGA1051_L6","AGA1051","CELL_FDD",3250,"07-2023",0
16/07/23,"AGA1051_L5","AGA1051","CELL_FDD",3250,"07-2023",0
16/07/23,"AGA036_L5","AGA036","CELL_FDD",3250,"07-2023",0
16/07/23,"AGA113_L4","AGA113","CELL_FDD",3250,"07-2023",0
16/07/23,"FES101_L6","FES101","CELL_FDD",3250,"07-2023",1
16/07/23,"AGA1144_L9","AGA1144","CELL_FDD",6200,"07-2023",1
16/07/23,"OUJ927_L1","OUJ927","CELL_FDD",1850,"07-2023",0
16/07/23,"CAS1671_L8","CAS1671","CELL_FDD",6200,"07-2023",0
16/07/23,"CAS1627_L9","CAS1627","CELL_FDD",6200,"07-2023",1
16/07/23,"CAS1515_L5","CAS1515","CELL_FDD",3250,"07-2023",0
16/07/23,"CAS1515_L4","CAS1515","CELL_FDD",3250,"07-2023",0
16/07/23,"AGA1148_L2","AGA1148","CELL_FDD",1850,"07-2023",0
16/07/23,"TAN9139_L8","TAN9139","CELL_FDD",6200,"07-2023",1
16/07/23,"RAB906_L4","RAB906","CELL_FDD",3250,"07-2023",0
16/07/23,"TAN9132_L1","TAN9132","CELL_FDD",1850,"07-2023",1
16/07/23,"FES1148_L3","FES1148","CELL_FDD",1850,"07-2023",1
16/07/23,"FES1159_L1","FES1159","CELL_FDD",1850,"07-2023",0
16/07/23,"CAS1127_TDD_L106","CAS1127","CELL_TDD",42825,"07-2023",0
16/07/23,"KBG685_L8","KBG685","CELL_FDD",6200,"07-2023",1
16/07/23,"HAO118_L2","HAO118","CELL_FDD",1850,"07-2023",0
16/07/23,"TIZ1020_L2","TIZ1020","CELL_FDD",1850,"07-2023",0
16/07/23,"MAR070_L8","MAR070","CELL_FDD",6200,"07-2023",0
16/07/23,"CAS1243_L7","CAS1243","CELL_FDD",6200,"07-2023",0
16/07/23,"TAN9059_L1","TAN9059","CELL_FDD",1850,"07-2023",0
16/07/23,"BEN981_L3","BEN981","CELL_FDD",1850,"07-2023",0
16/07/23,"AGA1222_L8","AGA1222","CELL_FDD",6200,"07-2023",1
16/07/23,"LAA054_L6","LAA054","CELL_FDD",3250,"07-2023",0
16/07/23,"AGA1209_L3","AGA1209","CELL_FDD",1850,"07-2023",0
16/07/23,"FES1206_L9","FES1206","CELL_FDD",6200,"07-2023",1
16/07/23,"JAD645_L8","JAD645","CELL_FDD",6200,"07-2023",0
16/07/23,"ZAG012_L8","ZAG012","CELL_FDD",6200,"07-2023",0
16/07/23,"ALH941_L2","ALH941","CELL_FDD",1850,"07-2023",0
16/07/23,"MAR1233_L5","MAR1233","CELL_FDD",3250,"07-2023",0
16/07/23,"TET859_L3","TET859","CELL_FDD",1850,"07-2023",0
16/07/23,"CAS1076_L3","CAS1076","CELL_FDD",1850,"07-2023",0
16/07/23,"FE023_L1","FE023","CELL_FDD",1850,"07-2023",0
16/07/23,"TAN061_L3","TAN061","CELL_FDD",1850,"07-2023",0
16/07/23,"MEK101_L1","MEK101","CELL_FDD",1850,"07-2023",0
16/07/23,"TET083_L1","TET083","CELL_FDD",1850,"07-2023",0
16/07/23,"CHT114_L5","CHT114","CELL_FDD",3250,"07-2023",0
16/07/23,"AHF100_L7","AHF100","CELL_FDD",6200,"07-2023",0
16/07/23,"TET210_L7","TET210","CELL_FDD",6200,"07-2023",0
16/07/23,"TAN251_L7","TAN251","CELL_FDD",6200,"07-2023",0
16/07/23,"AZL142_L8","AZL142","CELL_FDD",6200,"07-2023",1
16/07/23,"TAN092_L1","TAN092","CELL_FDD",1850,"07-2023",0
16/07/23,"TAN020_L2","TAN020","CELL_FDD",1850,"07-2023",0
16/07/23,"MOB185_L1","MOB185","CELL_FDD",1850,"07-2023",0
16/07/23,"TEM004_L1","TEM004","CELL_FDD",1850,"07-2023",0
16/07/23,"BE001_L1","BE001","CELL_FDD",1850,"07-2023",1
16/07/23,"RA041_L7","RA041","CELL_FDD",6200,"07-2023",0
16/07/23,"SET926_L6","SET926","CELL_FDD",3250,"07-2023",0
16/07/23,"CAS1390_L7","CAS1390","CELL_FDD",6200,"07-2023",0
16/07/23,"NAD303_L9","NAD303","CELL_FDD",6200,"07-2023",0
16/07/23,"NAD1002_L1","NAD1002","CELL_FDD",1850,"07-2023",0
16/07/23,"CAS1490_L6","CAS1490","CELL_FDD",3250,"07-2023",0
16/07/23,"MOH708_L8","MOH708","CELL_FDD",6200,"07-2023",0
16/07/23,"CAS1811_L1","CAS1811","CELL_FDD",1850,"07-2023",0
16/07/23,"CAS121_TDD_L104","CAS121","CELL_TDD",42825,"07-2023",0
16/07/23,"MAR1200_L6","MAR1200","CELL_FDD",3250,"07-2023",0
16/07/23,"KBG101_L6","KBG101","CELL_FDD",3250,"07-2023",0
16/07/23,"CAS115_TDD_L106","CAS115","CELL_TDD",42825,"07-2023",0
16/07/23,"FES079_L1","FES079","CELL_FDD",1850,"07-2023",0
16/07/23,"KF052_L9","KF052","CELL_FDD",6200,"07-2023",0
16/07/23,"CAS186_L4","CAS186","CELL_FDD",3250,"07-2023",0
16/07/23,"GRF001_L2","GRF001","CELL_FDD",1850,"07-2023",0
16/07/23,"RAB1005_L3","RAB1005","CELL_FDD",1850,"07-2023",1
16/07/23,"CAS229_L9","CAS229","CELL_FDD",6200,"07-2023",0
16/07/23,"FOK100_L4","FOK100","CELL_FDD",3250,"07-2023",0
16/07/23,"SID204_L3","SID204","CELL_FDD",1850,"07-2023",1
16/07/23,"CAS1867_L1","CAS1867","CELL_FDD",1850,"07-2023",0
16/07/23,"CAS1805_L8","CAS1805","CELL_FDD",6200,"07-2023",1
16/07/23,"DRI003_L3","DRI003","CELL_FDD",1850,"07-2023",0
16/07/23,"CAS139_TDD_L104","CAS139","CELL_TDD",42825,"07-2023",0
16/07/23,"MAR1212_L8","MAR1212","CELL_FDD",6200,"07-2023",0
16/07/23,"SAF721_L1","SAF721","CELL_FDD",1850,"07-2023",0
16/07/23,"TEM046_L7","TEM046","CELL_FDD",6200,"07-2023",0
16/07/23,"CAS271_L6","CAS271","CELL_FDD",3250,"07-2023",0
16/07/23,"CAS271_L5","CAS271","CELL_FDD",3250,"07-2023",0
16/07/23,"CAS1083_L4","CAS1083","CELL_FDD",3250,"07-2023",0
16/07/23,"CA029_L8","CA029","CELL_FDD",6200,"07-2023",1
16/07/23,"SLI050_L2","SLI050","CELL_FDD",1850,"07-2023",0
16/07/23,"YAH100_L2","YAH100","CELL_FDD",1850,"07-2023",1
16/07/23,"MEK372_L6","MEK372","CELL_FDD",3250,"07-2023",0
16/07/23,"CAS1404_L2","CAS1404","CELL_FDD",1850,"07-2023",0
16/07/23,"MAR1115_L1","MAR1115","CELL_FDD",1850,"07-2023",0
16/07/23,"TAN112_TDD_L6","TAN112","CELL_TDD",42825,"07-2023",0
16/07/23,"TAN9022_TDD_L4","TAN9022","CELL_TDD",42825,"07-2023",0
16/07/23,"TAN074_TDD_L4","TAN074","CELL_TDD",42825,"07-2023",0
16/07/23,"NAD992_L1","NAD992","CELL_FDD",1850,"07-2023",0
16/07/23,"MAR1119_TDD_L3","MAR1119","CELL_TDD",41825,"07-2023",0
16/07/23,"CAS1554_L7","CAS1554","CELL_FDD",6200,"07-2023",0
16/07/23,"CAS1437_L2","CAS1437","CELL_FDD",1850,"07-2023",0
16/07/23,"AGA1105_TDD_L3","AGA1105","CELL_TDD",41825,"07-2023",0
16/07/23,"MEK101_TDD_L1","MEK101","CELL_TDD",41825,"07-2023",0
16/07/23,"KSK911_L8","KSK911","CELL_FDD",6200,"07-2023",1
16/07/23,"JAD691_L9","JAD691","CELL_FDD",6200,"07-2023",0
16/07/23,"CAS1552_TDD_L106","CAS1552","CELL_TDD",42825,"07-2023",0
16/07/23,"CAS123_L2","CAS123","CELL_FDD",1850,"07-2023",0
16/07/23,"MEK381_L3","MEK381","CELL_FDD",1850,"07-2023",1
16/07/23,"MEK381_L2","MEK381","CELL_FDD",1850,"07-2023",0
16/07/23,"OLA002_L3","OLA002","CELL_FDD",1850,"07-2023",0
16/07/23,"CAS1324_L5","CAS1324","CELL_FDD",3250,"07-2023",0
16/07/23,"RAB177_L9","RAB177","CELL_FDD",6200,"07-2023",0
16/07/23,"CAS1161_TDD_L2","CAS1161","CELL_TDD",41825,"07-2023",0
16/07/23,"MEK082_TDD_L2","MEK082","CELL_TDD",41825,"07-2023",0
16/07/23,"MEK207_TDD_L5","MEK207","CELL_TDD",42825,"07-2023",0
16/07/23,"AGA211_L7","AGA211","CELL_FDD",6200,"07-2023",1
16/07/23,"OUR1002_L7","OUR1002","CELL_FDD",6200,"07-2023",0
16/07/23,"ESS949_L8","ESS949","CELL_FDD",6200,"07-2023",0
16/07/23,"TIZ978_L9","TIZ978","CELL_FDD",6200,"07-2023",0
16/07/23,"TIZ978_L7","TIZ978","CELL_FDD",6200,"07-2023",0
16/07/23,"CHT973_L7","CHT973","CELL_FDD",6200,"07-2023",1
16/07/23,"CAS1494_TDD_L104","CAS1494","CELL_TDD",42825,"07-2023",0
16/07/23,"CAS1278_L6","CAS1278","CELL_FDD",3250,"07-2023",0
16/07/23,"TAN9109_L1","TAN9109","CELL_FDD",1850,"07-2023",0
16/07/23,"TAN985_TDD_L5","TAN985","CELL_TDD",42825,"07-2023",0
16/07/23,"MAR1113_TDD_L4","MAR1113","CELL_TDD",42825,"07-2023",0
16/07/23,"NAD097_L2","NAD097","CELL_FDD",1850,"07-2023",0
16/07/23,"OZD001_L3","OZD001","CELL_FDD",1850,"07-2023",0
16/07/23,"AGA094_L8","AGA094","CELL_FDD",6200,"07-2023",1
16/07/23,"JAD700_L1","JAD700","CELL_FDD",1850,"07-2023",0
16/07/23,"MAR1090_L1","MAR1090","CELL_FDD",1850,"07-2023",0
16/07/23,"MAR1047_TDD_L3","MAR1047","CELL_TDD",41825,"07-2023",0
16/07/23,"MAR390_TDD_L2","MAR390","CELL_TDD",41825,"07-2023",0
16/07/23,"NAD1028_L3","NAD1028","CELL_FDD",1850,"07-2023",0
16/07/23,"CAS1459_TDD_L5","CAS1459","CELL_TDD",42825,"07-2023",0
16/07/23,"KBG093_TDD_L2","KBG093","CELL_TDD",41825,"07-2023",0
16/07/23,"RAB081_TDD_L2","RAB081","CELL_TDD",41825,"07-2023",0
16/07/23,"CAS1673_L7","CAS1673","CELL_FDD",6200,"07-2023",0
16/07/23,"TAN951_L8","TAN951","CELL_FDD",6200,"07-2023",1
16/07/23,"TET875_L1","TET875","CELL_FDD",1850,"07-2023",0
16/07/23,"MEK767_L9","MEK767","CELL_FDD",6200,"07-2023",1
16/07/23,"OUR003_L8","OUR003","CELL_FDD",6200,"07-2023",0
16/07/23,"GRF932_L8","GRF932","CELL_FDD",6200,"07-2023",1
