"DAY","CELL_NAME","ENBNAME","FDD_TDD","DL_EARFCN","MMM","LTE_CONG"
16/07/23,"NAD1005_L2","NAD1005","CELL_FDD",1850,"07-2023",0
16/07/23,"SAF688_L3","SAF688","CELL_FDD",1850,"07-2023",0
16/07/23,"CAS1906_L8","CAS1906","CELL_FDD",6200,"07-2023",0
16/07/23,"SET201_L9","SET201","CELL_FDD",6200,"07-2023",0
16/07/23,"CA038_L7","CA038","CELL_FDD",6200,"07-2023",0
16/07/23,"RA048_L4","RA048","CELL_FDD",3250,"07-2023",0
16/07/23,"MEK077_L8","MEK077","CELL_FDD",6200,"07-2023",0
16/07/23,"CAS1272_L7","CAS1272","CELL_FDD",6200,"07-2023",0
16/07/23,"MAR1024_L6","MAR1024","CELL_FDD",3250,"07-2023",0
16/07/23,"LRH001_L8","LRH001","CELL_FDD",6200,"07-2023",1
16/07/23,"TAZ102_L7","TAZ102","CELL_FDD",6200,"07-2023",0
16/07/23,"KEN091_L4","KEN091","CELL_FDD",3250,"07-2023",0
16/07/23,"TAZ108_L8","TAZ108","CELL_FDD",6200,"07-2023",0
16/07/23,"ALH755_L7","ALH755","CELL_FDD",6200,"07-2023",0
16/07/23,"FES1001_L7","FES1001","CELL_FDD",6200,"07-2023",1
16/07/23,"TAN9153_TDD_L6","TAN9153","CELL_TDD",42825,"07-2023",0
16/07/23,"RAB097_L2","RAB097","CELL_FDD",1850,"07-2023",0
16/07/23,"AGA1141_TDD_L4","AGA1141","CELL_TDD",42825,"07-2023",0
16/07/23,"TEM069_L3","TEM069","CELL_FDD",1850,"07-2023",0
16/07/23,"TAN9017_L8","TAN9017","CELL_FDD",6200,"07-2023",0
16/07/23,"CAS555_L3","CAS555","CELL_FDD",1850,"07-2023",0
16/07/23,"RAB116_L3","RAB116","CELL_FDD",1850,"07-2023",0
16/07/23,"MAR080_L2","MAR080","CELL_FDD",1850,"07-2023",0
16/07/23,"FES086_L1","FES086","CELL_FDD",1850,"07-2023",1
16/07/23,"BEN255_L3","BEN255","CELL_FDD",1850,"07-2023",0
16/07/23,"MAR1015_L1","MAR1015","CELL_FDD",1850,"07-2023",0
16/07/23,"MEK215_L2","MEK215","CELL_FDD",1850,"07-2023",0
16/07/23,"TAN460_L4","TAN460","CELL_FDD",3250,"07-2023",0
16/07/23,"FES976_L4","FES976","CELL_FDD",3250,"07-2023",0
16/07/23,"LAA049_L2","LAA049","CELL_FDD",1850,"07-2023",0
16/07/23,"SMA020_L2","SMA020","CELL_FDD",1850,"07-2023",0
16/07/23,"RA018_L1","RA018","CELL_FDD",1850,"07-2023",0
16/07/23,"CA042_L1","CA042","CELL_FDD",1850,"07-2023",0
16/07/23,"CAS155_L1","CAS155","CELL_FDD",1850,"07-2023",0
16/07/23,"CAS1236_TDD_L101","CAS1236","CELL_TDD",41825,"07-2023",0
16/07/23,"AGA1205_L9","AGA1205","CELL_FDD",6200,"07-2023",1
16/07/23,"FE004_L6","FE004","CELL_FDD",3250,"07-2023",0
16/07/23,"TRT001_L5","TRT001","CELL_FDD",3250,"07-2023",0
16/07/23,"OUR991_L1","OUR991","CELL_FDD",1850,"07-2023",0
16/07/23,"TAO204_L2","TAO204","CELL_FDD",1850,"07-2023",0
16/07/23,"TAN107_L8","TAN107","CELL_FDD",6200,"07-2023",1
16/07/23,"KBG528_L8","KBG528","CELL_FDD",6200,"07-2023",0
16/07/23,"ALH837_L1","ALH837","CELL_FDD",1850,"07-2023",1
16/07/23,"JAD173_L3","JAD173","CELL_FDD",1850,"07-2023",0
16/07/23,"JAD173_L1","JAD173","CELL_FDD",1850,"07-2023",0
16/07/23,"CAS201_L2","CAS201","CELL_FDD",1850,"07-2023",0
16/07/23,"CAS086_L1","CAS086","CELL_FDD",1850,"07-2023",0
16/07/23,"SAF066_L4","SAF066","CELL_FDD",3250,"07-2023",0
16/07/23,"SMH100_L8","SMH100","CELL_FDD",6200,"07-2023",1
16/07/23,"CAS501_L7","CAS501","CELL_FDD",6200,"07-2023",0
16/07/23,"MAR069_TDD_L4","MAR069","CELL_TDD",42825,"07-2023",0
16/07/23,"MAR919_L9","MAR919","CELL_FDD",6200,"07-2023",0
16/07/23,"SAF113_L9","SAF113","CELL_FDD",6200,"07-2023",1
16/07/23,"AGA1102_L6","AGA1102","CELL_FDD",3250,"07-2023",0
16/07/23,"BEN042_L9","BEN042","CELL_FDD",6200,"07-2023",0
16/07/23,"CAS1073_L5","CAS1073","CELL_FDD",3250,"07-2023",0
16/07/23,"CAS479_L9","CAS479","CELL_FDD",6200,"07-2023",0
16/07/23,"CAS113_L7","CAS113","CELL_FDD",6200,"07-2023",0
16/07/23,"CAS1093_L4","CAS1093","CELL_FDD",3250,"07-2023",0
16/07/23,"SET115_L1","SET115","CELL_FDD",1850,"07-2023",0
16/07/23,"TAN960_L3","TAN960","CELL_FDD",1850,"07-2023",0
16/07/23,"KHM915_L2","KHM915","CELL_FDD",1850,"07-2023",0
16/07/23,"SEF921_L6","SEF921","CELL_FDD",3250,"07-2023",1
16/07/23,"CAS1727_L2","CAS1727","CELL_FDD",1850,"07-2023",0
16/07/23,"CAS240_TDD_L102","CAS240","CELL_TDD",41825,"07-2023",0
16/07/23,"CAS1082_L8","CAS1082","CELL_FDD",6200,"07-2023",1
16/07/23,"CHT200_L2","CHT200","CELL_FDD",1850,"07-2023",0
16/07/23,"JA052_L2","JA052","CELL_FDD",1850,"07-2023",0
16/07/23,"MEK397_L5","MEK397","CELL_FDD",3250,"07-2023",0
16/07/23,"CAS1683_L1","CAS1683","CELL_FDD",1850,"07-2023",1
16/07/23,"CAS1592_L2","CAS1592","CELL_FDD",1850,"07-2023",0
16/07/23,"CAS1111_L1","CAS1111","CELL_FDD",1850,"07-2023",0
16/07/23,"TEM085_L2","TEM085","CELL_FDD",1850,"07-2023",0
16/07/23,"BEN043_L1","BEN043","CELL_FDD",1850,"07-2023",0
16/07/23,"CAS1583_L8","CAS1583","CELL_FDD",6200,"07-2023",1
16/07/23,"FES1158_L7","FES1158","CELL_FDD",6200,"07-2023",0
16/07/23,"SAF686_L1","SAF686","CELL_FDD",1850,"07-2023",0
16/07/23,"RAB1205_L1","RAB1205","CELL_FDD",1850,"07-2023",0
16/07/23,"RAB1193_L7","RAB1193","CELL_FDD",6200,"07-2023",1
16/07/23,"CAS1644_L9","CAS1644","CELL_FDD",6200,"07-2023",0
16/07/23,"RAB1022_L4","RAB1022","CELL_FDD",3250,"07-2023",0
16/07/23,"TAZ912_L1","TAZ912","CELL_FDD",1850,"07-2023",1
16/07/23,"CAS1802_L3","CAS1802","CELL_FDD",1850,"07-2023",1
16/07/23,"CAS268_TDD_L101","CAS268","CELL_TDD",41825,"07-2023",0
16/07/23,"CAS1906_L6","CAS1906","CELL_FDD",3250,"07-2023",0
16/07/23,"CAS1713_L6","CAS1713","CELL_FDD",3250,"07-2023",0
16/07/23,"AGA1216_L9","AGA1216","CELL_FDD",6200,"07-2023",0
16/07/23,"CAS217_L1","CAS217","CELL_FDD",1850,"07-2023",0
16/07/23,"CAS506_L1","CAS506","CELL_FDD",1850,"07-2023",0
16/07/23,"RAB090_L3","RAB090","CELL_FDD",1850,"07-2023",0
16/07/23,"CAS222_L9","CAS222","CELL_FDD",6200,"07-2023",0
16/07/23,"CAS109_L9","CAS109","CELL_FDD",6200,"07-2023",1
16/07/23,"CAS109_L7","CAS109","CELL_FDD",6200,"07-2023",0
16/07/23,"CA082_L8","CA082","CELL_FDD",6200,"07-2023",0
16/07/23,"RAB091_L9","RAB091","CELL_FDD",6200,"07-2023",0
16/07/23,"RAB099_L8","RAB099","CELL_FDD",6200,"07-2023",1
16/07/23,"CA035_L7","CA035","CELL_FDD",6200,"07-2023",0
16/07/23,"SE038_L8","SE038","CELL_FDD",6200,"07-2023",0
16/07/23,"CAS1160_L9","CAS1160","CELL_FDD",6200,"07-2023",1
16/07/23,"KEN081_L5","KEN081","CELL_FDD",3250,"07-2023",0
16/07/23,"TAZ801_L3","TAZ801","CELL_FDD",1850,"07-2023",0
16/07/23,"BNH001_L2","BNH001","CELL_FDD",1850,"07-2023",0
16/07/23,"MAR1009_L1","MAR1009","CELL_FDD",1850,"07-2023",0
16/07/23,"MAR1009_L2","MAR1009","CELL_FDD",1850,"07-2023",0
16/07/23,"MRT022_L3","MRT022","CELL_FDD",1850,"07-2023",0
16/07/23,"MAR1107_L3","MAR1107","CELL_FDD",1850,"07-2023",1
16/07/23,"TAN9122_L1","TAN9122","CELL_FDD",1850,"07-2023",0
16/07/23,"KEN091_TDD_L4","KEN091","CELL_TDD",42825,"07-2023",0
16/07/23,"MEK677_L2","MEK677","CELL_FDD",1850,"07-2023",0
16/07/23,"TAN965_TDD_L1","TAN965","CELL_TDD",41825,"07-2023",0
16/07/23,"FES1037_TDD_L4","FES1037","CELL_TDD",42825,"07-2023",0
16/07/23,"AGA1099_TDD_L5","AGA1099","CELL_TDD",42825,"07-2023",0
16/07/23,"RA039_TDD_L2","RA039","CELL_TDD",41825,"07-2023",0
16/07/23,"CAS1433_L8","CAS1433","CELL_FDD",6200,"07-2023",0
16/07/23,"FES1081_L8","FES1081","CELL_FDD",6200,"07-2023",0
16/07/23,"CAS1201_L7","CAS1201","CELL_FDD",6200,"07-2023",1
16/07/23,"CA1084_TDD_L103","CA1084","CELL_TDD",41825,"07-2023",0
16/07/23,"CA1036_TDD_L104","CA1036","CELL_TDD",42825,"07-2023",0
16/07/23,"ca1084_TDD_L106","CA1084","CELL_TDD",42825,"07-2023",0
16/07/23,"CA033_TDD_L106","CA033","CELL_TDD",42825,"07-2023",0
16/07/23,"RAB093_L4","RAB093","CELL_FDD",3250,"07-2023",0
16/07/23,"JAD246_L2","JAD246","CELL_FDD",1850,"07-2023",0
16/07/23,"TAZ090_L2","TAZ090","CELL_FDD",1850,"07-2023",0
16/07/23,"TRT002_L3","TRT002","CELL_FDD",1850,"07-2023",0
16/07/23,"ESS055_L1","ESS055","CELL_FDD",1850,"07-2023",1
16/07/23,"BRK091_L3","BRK091","CELL_FDD",1850,"07-2023",0
16/07/23,"OUR759_L4","OUR759","CELL_FDD",3250,"07-2023",0
16/07/23,"ERR802_L3","ERR802","CELL_FDD",1850,"07-2023",0
16/07/23,"CA016_TDD_L105","CA016","CELL_TDD",42825,"07-2023",0
16/07/23,"DEM105_L4","DEM105","CELL_FDD",3250,"07-2023",0
16/07/23,"AGA402_L8","AGA402","CELL_FDD",6200,"07-2023",0
16/07/23,"CHI525_L5","CHI525","CELL_FDD",3250,"07-2023",0
16/07/23,"CAS1212_TDD_L103","CAS1212","CELL_TDD",41825,"07-2023",0
16/07/23,"SID914_L1","SID914","CELL_FDD",1850,"07-2023",0
16/07/23,"AGA1228_L8","AGA1228","CELL_FDD",6200,"07-2023",0
16/07/23,"CHT111_L9","CHT111","CELL_FDD",6200,"07-2023",1
16/07/23,"CHT111_L7","CHT111","CELL_FDD",6200,"07-2023",1
16/07/23,"JA012_L8","JA012","CELL_FDD",6200,"07-2023",1
16/07/23,"BE018_L8","BE018","CELL_FDD",6200,"07-2023",1
16/07/23,"ERI003_L7","ERI003","CELL_FDD",6200,"07-2023",0
16/07/23,"MOH030_L9","MOH030","CELL_FDD",6200,"07-2023",0
16/07/23,"NAD969_L2","NAD969","CELL_FDD",1850,"07-2023",0
16/07/23,"SID936_L2","SID936","CELL_FDD",1850,"07-2023",0
16/07/23,"MAR229_L8","MAR229","CELL_FDD",6200,"07-2023",0
16/07/23,"TAN027_L9","TAN027","CELL_FDD",6200,"07-2023",0
16/07/23,"FES327_L9","FES327","CELL_FDD",6200,"07-2023",0
16/07/23,"MAR112_L6","MAR112","CELL_FDD",3250,"07-2023",0
16/07/23,"CAS1395_TDD_L102","CAS1395","CELL_TDD",41825,"07-2023",0
16/07/23,"RAB134_L8","RAB134","CELL_FDD",6200,"07-2023",0
16/07/23,"SAI107_L1","SAI107","CELL_FDD",1850,"07-2023",0
16/07/23,"TRT841_L2","TRT841","CELL_FDD",1850,"07-2023",0
16/07/23,"MHA001_L7","MHA001","CELL_FDD",6200,"07-2023",0
16/07/23,"KEN015_L4","KEN015","CELL_FDD",3250,"07-2023",0
16/07/23,"MAR045_L9","MAR045","CELL_FDD",6200,"07-2023",0
16/07/23,"RAB951_L8","RAB951","CELL_FDD",6200,"07-2023",0
16/07/23,"RAB950_L6","RAB950","CELL_FDD",3250,"07-2023",0
16/07/23,"TIZ301_L2","TIZ301","CELL_FDD",1850,"07-2023",0
16/07/23,"OUR055_L2","OUR055","CELL_FDD",1850,"07-2023",0
16/07/23,"ERR008_L1","ERR008","CELL_FDD",1850,"07-2023",0
16/07/23,"DEM105_L8","DEM105","CELL_FDD",6200,"07-2023",1
16/07/23,"CHI938_L7","CHI938","CELL_FDD",6200,"07-2023",0
16/07/23,"MAR1261_L8","MAR1261","CELL_FDD",6200,"07-2023",0
16/07/23,"TAR008_L8","TAR008","CELL_FDD",6200,"07-2023",0
16/07/23,"CAS1954_L7","CAS1954","CELL_FDD",6200,"07-2023",0
16/07/23,"CAB300_L7","CAB300","CELL_FDD",6200,"07-2023",0
16/07/23,"TAZ891_L7","TAZ891","CELL_FDD",6200,"07-2023",0
16/07/23,"BEN1000_L7","BEN1000","CELL_FDD",6200,"07-2023",0
16/07/23,"OUR1014_L2","OUR1014","CELL_FDD",1850,"07-2023",0
16/07/23,"MAR037_TDD_L3","MAR037","CELL_TDD",41825,"07-2023",0
16/07/23,"AGA1037_L4","AGA1037","CELL_FDD",3250,"07-2023",0
16/07/23,"MOH604_L1","MOH604","CELL_FDD",1850,"07-2023",0
16/07/23,"OUR1004_L1","OUR1004","CELL_FDD",1850,"07-2023",0
16/07/23,"MAR204_L8","MAR204","CELL_FDD",6200,"07-2023",1
16/07/23,"AGA075_L4","AGA075","CELL_FDD",3250,"07-2023",0
16/07/23,"TAP102_L10","TAP102","CELL_FDD",1850,"07-2023",0
16/07/23,"TIZ984_L7","TIZ984","CELL_FDD",6200,"07-2023",0
16/07/23,"JA007_L3","JA007","CELL_FDD",1850,"07-2023",0
16/07/23,"SAF061_L1","SAF061","CELL_FDD",1850,"07-2023",1
16/07/23,"FES979_L1","FES979","CELL_FDD",1850,"07-2023",0
16/07/23,"HAO104_L1","HAO104","CELL_FDD",1850,"07-2023",0
16/07/23,"JAD115_L2","JAD115","CELL_FDD",1850,"07-2023",0
16/07/23,"JAD105_L2","JAD105","CELL_FDD",1850,"07-2023",0
16/07/23,"BE003_L1","BE003","CELL_FDD",1850,"07-2023",0
16/07/23,"CAS1382_L2","CAS1382","CELL_FDD",1850,"07-2023",0
16/07/23,"JAD660_L3_4T4R","JAD660","CELL_FDD",1850,"07-2023",0
16/07/23,"MOH033_L9","MOH033","CELL_FDD",6200,"07-2023",1
16/07/23,"CAS1395_L1","CAS1395","CELL_FDD",1850,"07-2023",0
16/07/23,"NAD053_L2","NAD053","CELL_FDD",1850,"07-2023",0
16/07/23,"TET085_L1","TET085","CELL_FDD",1850,"07-2023",0
16/07/23,"TET061_L3","TET061","CELL_FDD",1850,"07-2023",0
16/07/23,"NAD962_L1","NAD962","CELL_FDD",1850,"07-2023",0
16/07/23,"NAD962_L3","NAD962","CELL_FDD",1850,"07-2023",0
16/07/23,"NAD969_L1","NAD969","CELL_FDD",1850,"07-2023",0
16/07/23,"NAD969_L3","NAD969","CELL_FDD",1850,"07-2023",0
16/07/23,"ERR008_L5","ERR008","CELL_FDD",3250,"07-2023",0
16/07/23,"MEK377_L9","MEK377","CELL_FDD",6200,"07-2023",0
16/07/23,"TAD160_L2","TAD160","CELL_FDD",1850,"07-2023",0
16/07/23,"TAD160_L1","TAD160","CELL_FDD",1850,"07-2023",0
16/07/23,"ANZ002_L6","ANZ002","CELL_FDD",3250,"07-2023",0
16/07/23,"CAS1389_L4","CAS1389","CELL_FDD",3250,"07-2023",0
16/07/23,"CAS1033_TDD_L101","CAS1033","CELL_TDD",41825,"07-2023",0
16/07/23,"SAF697_L2","SAF697","CELL_FDD",1850,"07-2023",0
16/07/23,"RAB219_L6","RAB219","CELL_FDD",3250,"07-2023",0
16/07/23,"AGA1105_L3","AGA1105","CELL_FDD",1850,"07-2023",0
16/07/23,"CAS1395_L3","CAS1395","CELL_FDD",1850,"07-2023",0
16/07/23,"TAN802_L9","TAN802","CELL_FDD",6200,"07-2023",1
16/07/23,"MAR093_L9","MAR093","CELL_FDD",6200,"07-2023",0
16/07/23,"GRF004_L4","GRF004","CELL_FDD",3250,"07-2023",0
16/07/23,"TAR099_L22","TAR099","CELL_FDD",1850,"07-2023",0
16/07/23,"CA046_L3","CA046","CELL_FDD",1850,"07-2023",0
16/07/23,"MEK107_L7","MEK107","CELL_FDD",6200,"07-2023",1
16/07/23,"OUM001_L9","OUM001","CELL_FDD",6200,"07-2023",1
16/07/23,"MOH620_L8","MOH620","CELL_FDD",6200,"07-2023",0
16/07/23,"MAR606_L5","MAR606","CELL_FDD",3250,"07-2023",0
16/07/23,"ZAG004_L8","ZAG004","CELL_FDD",6200,"07-2023",1
16/07/23,"TAN812_L7","TAN812","CELL_FDD",6200,"07-2023",1
16/07/23,"IMI008_L7","IMI008","CELL_FDD",6200,"07-2023",0
16/07/23,"FES1011_L5","FES1011","CELL_FDD",3250,"07-2023",0
16/07/23,"MAR086_TDD_L5","MAR086","CELL_TDD",42825,"07-2023",0
16/07/23,"RA032_TDD_L5","RA032","CELL_TDD",42825,"07-2023",0
16/07/23,"CAS409_TDD_L103","CAS409","CELL_TDD",41825,"07-2023",0
16/07/23,"CAS430_TDD_L105","CAS430","CELL_TDD",42825,"07-2023",0
16/07/23,"CAS430_TDD_L103","CAS430","CELL_TDD",41825,"07-2023",0
16/07/23,"KEN1068_L9","KEN1068","CELL_FDD",6200,"07-2023",1
16/07/23,"CA037_TDD_L104","CA037","CELL_TDD",42825,"07-2023",0
16/07/23,"CA037_TDD_L102","CA037","CELL_TDD",41825,"07-2023",0
16/07/23,"CAS156_TDD_L4_L104","CAS156","CELL_TDD",42825,"07-2023",0
16/07/23,"FES225_TDD_L6","FES225","CELL_TDD",42825,"07-2023",0
16/07/23,"AGA015_TDD_L2","AGA015","CELL_TDD",41825,"07-2023",0
16/07/23,"MAR1017_L7","MAR1017","CELL_FDD",6200,"07-2023",1
16/07/23,"RAB100_TDD_L4","RAB100","CELL_TDD",42825,"07-2023",0
16/07/23,"RAB100_TDD_L6","RAB100","CELL_TDD",42825,"07-2023",0
16/07/23,"IMI008_L2","IMI008","CELL_FDD",1850,"07-2023",0
16/07/23,"TAN9165_L2","TAN9165","CELL_FDD",1850,"07-2023",0
16/07/23,"MAR1186_L9","MAR1186","CELL_FDD",6200,"07-2023",0
16/07/23,"BNW100_L9","BNW100","CELL_FDD",6200,"07-2023",1
16/07/23,"TAN9017_L4","TAN9017","CELL_FDD",3250,"07-2023",0
16/07/23,"CAS1800_L6","CAS1800","CELL_FDD",3250,"07-2023",0
16/07/23,"NAD1006_L2","NAD1006","CELL_FDD",1850,"07-2023",0
16/07/23,"MOH707_L8","MOH707","CELL_FDD",6200,"07-2023",0
16/07/23,"KFR094_L1","KFR094","CELL_FDD",1850,"07-2023",0
16/07/23,"MEK206_L2_4T4R","MEK206","CELL_FDD",1850,"07-2023",0
16/07/23,"MEK211_L2","MEK211","CELL_FDD",1850,"07-2023",0
16/07/23,"MEK093_L1","MEK093","CELL_FDD",1850,"07-2023",0
16/07/23,"TAN946_L3","TAN946","CELL_FDD",1850,"07-2023",0
16/07/23,"SAF069_L2","SAF069","CELL_FDD",1850,"07-2023",0
16/07/23,"MAR099_L4","MAR099","CELL_FDD",3250,"07-2023",0
16/07/23,"FES145_L6","FES145","CELL_FDD",3250,"07-2023",0
16/07/23,"CA020_L7","CA020","CELL_FDD",6200,"07-2023",0
16/07/23,"MAR219_L8","MAR219","CELL_FDD",6200,"07-2023",0
16/07/23,"RA028_L3","RA028","CELL_FDD",1850,"07-2023",0
16/07/23,"RAB184_L2","RAB184","CELL_FDD",1850,"07-2023",0
16/07/23,"MRT003_L9","MRT003","CELL_FDD",6200,"07-2023",0
16/07/23,"ESS054_L9","ESS054","CELL_FDD",6200,"07-2023",0
16/07/23,"TET603_L7","TET603","CELL_FDD",6200,"07-2023",0
16/07/23,"MOH690_L1","MOH690","CELL_FDD",1850,"07-2023",0
16/07/23,"CAS1247_L3","CAS1247","CELL_FDD",1850,"07-2023",0
16/07/23,"SET1062_L8","SET1062","CELL_FDD",6200,"07-2023",0
16/07/23,"RAB1135_L9","RAB1135","CELL_FDD",6200,"07-2023",0
16/07/23,"TAN9014_L9","TAN9014","CELL_FDD",6200,"07-2023",0
16/07/23,"MEK722_L8","MEK722","CELL_FDD",6200,"07-2023",0
16/07/23,"FES1079_L1","FES1079","CELL_FDD",1850,"07-2023",0
16/07/23,"FES946_L9","FES946","CELL_FDD",6200,"07-2023",0
16/07/23,"FES1157_L2","FES1157","CELL_FDD",1850,"07-2023",0
16/07/23,"MAR998_L4","MAR998","CELL_FDD",3250,"07-2023",0
16/07/23,"CAS1162_L4","CAS1162","CELL_FDD",3250,"07-2023",0
16/07/23,"NAD930_L3","NAD930","CELL_FDD",1850,"07-2023",0
16/07/23,"MAR1246_L5","MAR1246","CELL_FDD",3250,"07-2023",0
16/07/23,"AGA009_L4","AGA009","CELL_FDD",3250,"07-2023",0
16/07/23,"CAS302_L4","CAS302","CELL_FDD",3250,"07-2023",0
16/07/23,"CAS183_TDD_L103","CAS183","CELL_TDD",41825,"07-2023",0
16/07/23,"CA028_L1","CA028","CELL_FDD",1850,"07-2023",0
16/07/23,"CA024_L2","CA024","CELL_FDD",1850,"07-2023",0
16/07/23,"CA072_L1","CA072","CELL_FDD",1850,"07-2023",0
16/07/23,"BEN549_L7","BEN549","CELL_FDD",6200,"07-2023",1
16/07/23,"JAD638_L8","JAD638","CELL_FDD",6200,"07-2023",0
16/07/23,"KBG539_L9","KBG539","CELL_FDD",6200,"07-2023",0
16/07/23,"KEN202_L3","KEN202","CELL_FDD",1850,"07-2023",1
16/07/23,"SID906_L3","SID906","CELL_FDD",1850,"07-2023",1
16/07/23,"CAB309_L3","CAB309","CELL_FDD",1850,"07-2023",0
16/07/23,"CAS1776_L9","CAS1776","CELL_FDD",6200,"07-2023",1
16/07/23,"CAS1839_L8","CAS1839","CELL_FDD",6200,"07-2023",1
16/07/23,"CAS1247_L7","CAS1247","CELL_FDD",6200,"07-2023",1
16/07/23,"MOH686_L1","MOH686","CELL_FDD",1850,"07-2023",0
16/07/23,"MOH686_L2","MOH686","CELL_FDD",1850,"07-2023",1
16/07/23,"BEN964_L9","BEN964","CELL_FDD",6200,"07-2023",1
16/07/23,"TAN9080_TDD_L6","TAN9080","CELL_TDD",42825,"07-2023",0
16/07/23,"MAR1172_L3","MAR1172","CELL_FDD",1850,"07-2023",0
16/07/23,"MAR1179_L2","MAR1179","CELL_FDD",1850,"07-2023",0
16/07/23,"RAB535_L2","RAB535","CELL_FDD",1850,"07-2023",1
16/07/23,"CAS1416_L8","CAS1416","CELL_FDD",6200,"07-2023",0
16/07/23,"TAN9264_L4","TAN9264","CELL_FDD",3250,"07-2023",0
16/07/23,"RAB1159_L2","RAB1159","CELL_FDD",1850,"07-2023",0
16/07/23,"CAS1518_L6","CAS1518","CELL_FDD",3250,"07-2023",0
16/07/23,"TAN9183_L7","TAN9183","CELL_FDD",6200,"07-2023",1
16/07/23,"JAD1082_L6","JAD1082","CELL_FDD",3250,"07-2023",0
16/07/23,"TAN9019_L2","TAN9019","CELL_FDD",1850,"07-2023",0
16/07/23,"SET1099_L7","SET1099","CELL_FDD",6200,"07-2023",1
16/07/23,"SET1099_L9","SET1099","CELL_FDD",6200,"07-2023",0
16/07/23,"FES076_L2","FES076","CELL_FDD",1850,"07-2023",0
16/07/23,"MEK083_L3","MEK083","CELL_FDD",1850,"07-2023",0
16/07/23,"MEK084_L1","MEK084","CELL_FDD",1850,"07-2023",0
16/07/23,"MEK084_L2","MEK084","CELL_FDD",1850,"07-2023",1
16/07/23,"MEK084_L3","MEK084","CELL_FDD",1850,"07-2023",0
16/07/23,"KEN061_L1","KEN061","CELL_FDD",1850,"07-2023",0
16/07/23,"CA025_L7","CA025","CELL_FDD",6200,"07-2023",1
16/07/23,"CAS1173_L8","CAS1173","CELL_FDD",6200,"07-2023",0
16/07/23,"RAB057_TDD_L1","RAB057","CELL_TDD",41825,"07-2023",0
16/07/23,"RAB928_L1","RAB928","CELL_FDD",1850,"07-2023",0
16/07/23,"TAN9066_L3","TAN9066","CELL_FDD",1850,"07-2023",1
16/07/23,"SET1007_L5","SET1007","CELL_FDD",3250,"07-2023",0
16/07/23,"CAS1438_L1","CAS1438","CELL_FDD",1850,"07-2023",0
16/07/23,"MEK648_L3","MEK648","CELL_FDD",1850,"07-2023",0
16/07/23,"MAR211_TDD_L5","MAR211","CELL_TDD",42825,"07-2023",0
16/07/23,"MEK671_L1","MEK671","CELL_FDD",1850,"07-2023",0
16/07/23,"TAN9048_L8","TAN9048","CELL_FDD",6200,"07-2023",1
16/07/23,"CAS1491_L9","CAS1491","CELL_FDD",6200,"07-2023",1
16/07/23,"BIO011_L2","BIO011","CELL_FDD",1850,"07-2023",1
16/07/23,"FES1076_L3","FES1076","CELL_FDD",1850,"07-2023",0
16/07/23,"TET162_L1","TET162","CELL_FDD",1850,"07-2023",0
16/07/23,"RIB002_L6","RIB002","CELL_FDD",3250,"07-2023",0
16/07/23,"CAS194_TDD_L104","CAS194","CELL_TDD",42825,"07-2023",0
16/07/23,"CAS392_TDD_L101","CAS392","CELL_TDD",41825,"07-2023",0
16/07/23,"MAR181_L3","MAR181","CELL_FDD",1850,"07-2023",0
16/07/23,"RA034_L1","RA034","CELL_FDD",1850,"07-2023",0
16/07/23,"RA034_L2","RA034","CELL_FDD",1850,"07-2023",0
16/07/23,"FE001_L6","FE001","CELL_FDD",3250,"07-2023",0
16/07/23,"RAB074_TDD_L3","RAB074","CELL_TDD",41825,"07-2023",0
16/07/23,"SID900_L2","SID900","CELL_FDD",1850,"07-2023",0
16/07/23,"JAD975_L3","JAD975","CELL_FDD",1850,"07-2023",0
16/07/23,"CAS1048_TDD_L103","CAS1048","CELL_TDD",41825,"07-2023",0
16/07/23,"KBG537_L7","KBG537","CELL_FDD",6200,"07-2023",0
16/07/23,"RAB1156_L7","RAB1156","CELL_FDD",6200,"07-2023",0
16/07/23,"CAS253_TDD_L102","CAS253","CELL_TDD",41825,"07-2023",0
16/07/23,"RAB1156_L8","RAB1156","CELL_FDD",6200,"07-2023",0
16/07/23,"RAB1208_L7","RAB1208","CELL_FDD",6200,"07-2023",0
16/07/23,"SEF012_L8","SEF012","CELL_FDD",6200,"07-2023",0
16/07/23,"TLS001_L8","TLS001","CELL_FDD",6200,"07-2023",0
16/07/23,"TNT003_L5","TNT003","CELL_FDD",3250,"07-2023",1
16/07/23,"SET946_L4","SET946","CELL_FDD",3250,"07-2023",0
16/07/23,"TOB150_L8","TOB150","CELL_FDD",6200,"07-2023",0
16/07/23,"MHA002_L8","MHA002","CELL_FDD",6200,"07-2023",0
16/07/23,"LAA003_L5","LAA003","CELL_FDD",3250,"07-2023",0
16/07/23,"ERR003_L5","ERR003","CELL_FDD",3250,"07-2023",0
16/07/23,"NAD981_L6","NAD981","CELL_FDD",3250,"07-2023",0
16/07/23,"MAR235_L5","MAR235","CELL_FDD",3250,"07-2023",0
16/07/23,"MEK386_L4","MEK386","CELL_FDD",3250,"07-2023",0
16/07/23,"TAR965_L1","TAR965","CELL_FDD",1850,"07-2023",0
16/07/23,"RAB238_L2","RAB238","CELL_FDD",1850,"07-2023",0
16/07/23,"JAD607_L3","JAD607","CELL_FDD",1850,"07-2023",0
